data_time,LH-0-0D-QJ-1_temperature,LH-0-0D-QJ-1_xAxisAngle,LH-0-0D-QJ-1_yAxisAngle,LH-0-1D-QJ-1_temperature,LH-0-1D-QJ-1_xAxisAngle,LH-0-1D-QJ-1_yAxisAngle,LH-0-1L-LX-1_beamPierRelativeDisplacement,LH-0-1L-LX-1_measureDisplacement,LH-0-1L-LX-2_beamPierRelativeDisplacement,LH-0-1L-LX-2_measureDisplacement,LH-0-1L-LX-3_beamPierRelativeDisplacement,LH-0-1L-LX-3_measureDisplacement,LH-0-1L-LX-4_beamPierRelativeDisplacement,LH-0-1L-LX-4_measureDisplacement,LH-0-1L-WSD-1_humidity,LH-0-1L-WSD-1_temperature,LH-0-1L-YB-1_frequency,LH-0-1L-YB-1_strain,LH-0-1L-YB-1_temperature,LH-0-1L-YB-2_frequency,LH-0-1L-YB-2_strain,LH-0-1L-YB-2_temperature
2026-02-01 16:00:00,17.9639,0.41541,0.18574,22.1006,0.2242,0.08276,-0.108,485.911,0.552,472.212,0.2,511.316,0.108,477.078,59.2,17.2,877.246,-0.438263179,17.601642091,893.642,-7.342407562,17.471954886
2026-02-01 16:10:00,17.9623,0.41324,0.18498,22.3456,0.22476,0.08287,-0.338,485.681,0.552,472.212,0.185,511.301,0.093,477.063,58.5,17.3,878.161,3.121942352,17.667943452,893.846,-6.483110245,17.523151593
2026-02-01 16:20:00,17.9938,0.42017,0.18962,20.788,0.22459,0.08386,-0.338,485.681,0.537,472.197,0.108,511.224,0.139,477.109,56.8,17.5,877.635,1.309728951,17.760061678,895.568,0.041423141,17.550341527
2026-02-01 16:30:00,18.0771,0.41884,0.18817,21.7438,0.2246,0.08186,-0.323,485.696,0.552,472.212,0.154,511.27,0.646,477.616,54.4,17.5,877.824,2.045561748,17.774004536,894.192,-5.033339599,17.60572689
2026-02-01 16:40:00,18.0666,0.41505,0.18645,20.8046,0.22461,0.08265,-0.123,485.896,0.491,472.151,0.169,511.285,-0.03,476.94,54.8,17.6,877.93,2.594661997,17.857608204,894.383,-4.23740826,17.648879487
2026-02-01 16:50:00,18.1368,0.41317,0.18699,20.2959,0.22707,0.08375,-0.154,485.865,-0.061,471.599,-0.354,510.762,0.477,477.447,54.2,17.7,878.056,3.17179113,17.915000073,894.601,-3.392570273,17.662794852
2026-02-01 17:00:00,18.0173,0.41488,0.1863,19.6793,0.22336,0.08199,-0.323,485.696,,472.059,,511.193,0.062,477.032,53.3,17.7,878.34,4.297587305,17.947118096,894.823,-2.540146516,17.672567854
2026-02-01 17:10:00,18.0302,0.41883,0.18844,19.9339,0.22587,0.08335,-0.308,485.711,-0.015,471.645,0.123,511.239,-0.015,476.955,54.5,17.7,878.514,4.871789803,17.902603894,894.997,-1.924677892,17.650979277
2026-02-01 17:20:00,18.0779,0.41518,0.1869,19.3012,0.2273,0.08271,-0.139,485.88,0.399,472.059,0.154,511.27,0.492,477.462,54.2,17.7,879.094,7.116220945,17.937791453,895.161,-1.237673611,17.690024433
2026-02-01 17:30:00,18.1368,0.41338,0.18916,18.5333,0.21486,0.08415,-0.369,485.65,0.368,472.028,0.108,511.224,0.0,476.97,53.9,17.7,879.544,8.65017698,17.849862725,895.595,0.248213103,17.608817248
2026-02-01 17:40:00,18.01,0.4139,0.18912,18.3215,0.22752,0.08651,-0.431,485.588,0.338,471.998,0.108,511.224,0.016,476.986,54.9,17.7,879.356,7.766738324,17.751827442,895.971,1.500643955,17.519084225
2026-02-01 17:50:00,17.8425,0.41536,0.18843,18.1271,0.22788,0.08627,-0.338,485.681,0.23,471.89,0.138,511.254,0.031,477.001,55.5,17.6,879.584,8.503704885,17.684922536,896.379,2.893034167,17.44025296
2026-02-01 18:00:00,17.6237,0.4159,0.18802,17.8587,0.22731,0.08523,-0.139,485.88,0.245,471.905,0.185,511.301,0.031,477.001,55.7,17.6,879.588,8.448389697,17.645835196,896.437,3.063319896,17.41368428
2026-02-01 18:10:00,17.4361,0.41285,0.19273,17.6456,0.22963,0.0822,-0.477,485.542,-0.169,471.491,0.123,511.239,-0.015,476.955,56.6,17.5,879.706,8.674115212,17.524716193,896.93,4.682173804,17.283086724
2026-02-01 18:20:00,17.2456,0.41567,0.18861,17.4702,0.22822,0.08734,-0.4,485.619,0.23,471.89,0.185,511.301,-0.03,476.94,57.2,17.4,880.03,9.776396354,17.460203508,897.611,7.079181878,17.192033069
2026-02-01 18:30:00,17.2025,0.41273,0.1868,17.4231,0.22758,0.08608,-0.292,485.727,0.245,471.905,0.169,511.285,0.461,477.431,57.2,17.4,880.139,10.023493629,17.369760236,897.589,6.895005308,17.135674493
2026-02-01 18:40:00,17.0589,0.41748,0.15997,17.2741,0.22862,0.08245,-0.676,485.343,-0.123,471.537,0.138,511.254,-0.153,476.817,57.3,17.4,879.938,9.200550807,17.33249296,897.499,6.422309164,17.061090829
2026-02-01 18:50:00,16.9797,0.41544,0.18704,17.2367,0.22778,0.08848,-0.292,485.727,0.215,471.875,0.138,511.254,0.477,477.447,57.9,17.4,879.999,9.321731872,17.272376401,897.674,6.965568616,16.997296876
2026-02-01 19:00:00,16.9176,0.41683,0.18752,17.1568,0.22758,0.08794,-0.707,485.312,-0.154,471.506,0.231,511.347,0.538,477.508,58.1,17.3,880.31,10.418032718,17.231700539,898.045,8.291545325,16.958868513
2026-02-01 19:10:00,16.7802,0.41709,0.18725,17.112,0.22803,0.08725,-0.477,485.542,0.199,471.859,0.185,511.301,,476.94,58.0,17.3,880.108,9.634562869,17.218451863,897.956,7.92596959,16.941707017
2026-02-01 19:20:00,16.7278,0.41601,0.18852,17.107,0.22862,0.08749,-0.323,485.696,0.215,471.875,0.169,511.285,0.0,476.97,58.3,17.3,880.205,9.961837484,17.197621598,898.054,8.242712062,16.912936392
2026-02-01 19:30:00,16.7015,0.41663,0.18558,17.0671,0.22868,0.08822,-0.431,485.588,0.322,471.982,0.138,511.254,-0.046,476.924,59.5,17.2,880.31,10.252454969,17.139712901,898.171,8.586422195,16.859453569
2026-02-01 19:40:00,16.6122,0.41651,0.18691,16.9797,0.22878,0.08937,-0.262,485.757,0.399,472.059,0.123,511.239,0.477,477.447,60.1,17.2,880.235,9.957628035,17.132607914,898.26,8.829537098,16.808581269
2026-02-01 19:50:00,16.471,0.41767,0.18662,16.8456,0.22882,0.08686,-0.415,485.604,0.276,471.936,-0.354,510.762,0.077,477.047,60.3,17.2,880.656,11.250868592,16.971534296,898.453,9.43576029,16.742162111
2026-02-01 20:00:00,16.3452,0.4164,0.1871,16.6581,0.22897,0.08852,-0.277,485.742,0.276,471.936,0.138,511.254,-0.046,476.924,65.7,17.0,880.779,11.309556295,16.747170659,898.592,9.842741678,16.677868244
2026-02-01 20:10:00,16.4315,0.41746,0.1876,16.631,0.22886,0.08888,-0.4,485.619,-0.077,471.583,,511.285,0.523,477.493,64.4,17.0,880.792,11.476219059,16.812601873,898.646,10.100925451,16.708488491
2026-02-01 20:20:00,16.2769,0.41778,0.18756,16.3987,0.2296,0.09057,-0.415,485.604,0.384,472.044,0.169,511.285,0.016,476.986,65.4,17.0,880.884,11.592334994,16.68490708,898.745,10.325148846,16.626229208
2026-02-01 20:30:00,16.2102,0.41727,0.1862,16.4472,0.2299,0.0898,-0.2,485.819,0.353,472.013,0.185,511.301,0.446,477.416,66.5,17.0,881.335,13.250417222,16.663848178,899.216,12.079237884,16.616724021
2026-02-01 20:40:00,16.3715,0.4198,0.18682,16.6114,0.22967,0.09023,,485.573,-0.046,471.614,0.138,511.254,0.523,477.493,65.4,17.0,880.748,11.315280738,16.815115177,898.933,11.117887723,16.673875724
2026-02-01 20:50:00,16.3715,0.41642,0.18476,16.6319,0.22969,0.08959,-0.692,485.327,-0.031,471.629,-0.354,510.762,0.108,477.078,64.0,16.9,880.818,11.629315434,16.843336993,898.969,11.281211984,16.689401303
2026-02-01 21:00:00,16.3139,0.41776,0.18708,16.6646,0.22975,0.09001,-0.461,485.558,0.384,472.044,0.169,511.285,0.046,477.016,64.7,17.0,880.722,11.354500941,16.8912226,899.18,12.067487921,16.685406386
2026-02-01 21:10:00,16.2679,0.41865,0.18613,16.6565,0.23019,0.09011,-0.262,485.757,0.491,472.151,0.154,511.27,0.154,477.124,63.8,17.1,880.713,11.272542692,16.86449277,899.077,11.593533761,16.637283036
2026-02-01 21:20:00,16.2465,0.41802,0.18586,16.6048,0.22921,0.08989,-0.431,485.588,0.061,471.721,,511.254,,477.616,62.5,17.1,880.818,11.446299236,16.741661328,899.25,12.161988553,16.591664834
2026-02-01 21:30:00,16.2349,0.41856,0.18736,16.5523,0.22881,0.09046,0.015,486.034,0.522,472.182,0.169,511.285,0.016,476.986,63.7,17.1,880.818,11.456306198,16.747220751,899.331,12.402610664,16.55612101
2026-02-01 21:40:00,16.2085,0.41829,0.18626,16.5531,0.23008,0.08939,-0.031,485.988,0.061,471.721,0.185,511.301,0.554,477.524,64.0,17.1,880.73,11.253926149,16.818634355,899.3,12.376139839,16.606179267
2026-02-01 21:50:00,16.1187,0.42072,0.18542,16.4143,0.22984,0.09049,-0.4,485.619,0.476,472.136,0.185,511.301,0.046,477.016,65.0,17.0,880.63,10.947722565,16.857438258,899.09,11.590998683,16.608715448
2026-02-01 22:00:00,16.1492,0.41828,0.1866,16.4052,0.23024,0.09079,-0.384,485.635,,471.813,0.046,511.162,0.646,477.616,64.8,16.9,881.125,12.699437925,16.796474281,899.568,13.294743354,16.556616979
2026-02-01 22:10:00,16.0576,0.41858,0.1864,16.3756,0.23081,0.09104,-0.461,485.558,0.506,472.166,0.123,511.239,0.108,477.078,63.1,16.9,880.853,11.51550642,16.706988811,899.443,12.781497676,16.532626748
2026-02-01 22:20:00,16.0089,0.41793,0.1871,16.3559,0.22997,0.0907,-0.415,485.604,0.522,472.182,0.123,511.239,0.646,477.616,61.0,16.9,881.011,11.902083225,16.591664834,899.577,13.114544368,16.4377039
2026-02-01 22:30:00,15.9478,0.41907,0.18753,16.3123,0.2308,0.08999,-0.262,485.757,0.506,472.166,0.185,511.301,0.154,477.124,60.7,16.9,881.037,11.888149245,16.529605312,899.706,13.477515178,16.369851413
2026-02-01 22:40:00,15.9453,0.41793,0.18748,16.2703,0.22988,0.09175,,485.558,0.568,472.228,0.138,511.254,0.031,477.001,60.9,16.9,880.928,11.654865192,16.627722597,899.702,13.463445688,16.37039171
2026-02-01 22:50:00,15.9213,0.41895,0.18835,16.2316,0.23027,0.09083,-0.369,485.65,0.046,471.706,0.185,511.301,0.6,477.57,60.7,16.8,880.897,11.493246633,16.60269878,899.59,13.112186379,16.409234696
2026-02-01 23:00:00,15.8733,0.41759,0.1868,16.018,0.2292,0.09227,-0.185,485.834,0.092,471.752,0.185,511.301,,477.185,59.9,16.7,881.015,11.787414479,16.519603295,899.603,13.133266059,16.393786418
2026-02-01 23:10:00,15.8469,0.4185,0.18713,16.0073,0.23039,0.0918,-0.246,485.773,0.061,471.721,0.123,511.239,0.077,477.047,61.4,16.6,881.046,11.82753477,16.477128073,899.733,13.528867904,16.341973114
2026-02-01 23:20:00,15.7417,0.41739,0.18634,15.9883,0.23017,0.09175,-0.262,485.757,0.568,472.228,0.185,511.301,0.093,477.063,61.6,16.6,881.011,11.58717769,16.416717314,899.746,13.402342202,16.244521847
2026-02-01 23:30:00,15.7285,0.41805,0.1856,15.9651,0.23019,0.09186,-0.215,485.804,0.123,471.783,0.108,511.224,0.661,477.631,60.9,16.5,881.121,11.88421981,16.351932008,899.988,14.109643836,16.131888046
2026-02-01 23:40:00,15.6381,0.41923,0.18461,15.961,0.23043,0.09236,-0.415,485.604,0.077,471.737,0.185,511.301,0.185,477.155,61.5,16.5,881.365,12.530623274,16.20128755,900.31,15.123746111,16.02256544
2026-02-01 23:50:00,15.6663,0.41783,0.18641,15.9065,0.23074,0.09231,-0.4,485.619,0.031,471.691,0.215,511.331,0.769,477.739,61.5,16.5,881.295,12.304916889,16.222137018,900.091,14.315305789,16.03096017
2026-02-02 00:00:00,15.5908,0.41947,0.18734,15.9089,0.23058,0.09196,-0.446,485.573,0.706,472.366,0.169,511.285,0.63,477.6,61.6,16.4,881.208,11.899234071,16.178515469,899.97,13.852294258,16.026521119
2026-02-02 00:10:00,15.472,0.41917,0.18665,15.8659,0.23012,0.09195,-0.384,485.635,0.537,472.197,0.108,511.224,0.139,477.109,62.3,16.4,881.487,12.721142776,16.052252971,900.229,14.609585333,15.906143338
2026-02-02 00:20:00,15.2931,0.41892,0.18757,15.8022,0.22878,0.09171,-0.446,485.573,0.552,472.212,-0.277,510.839,0.215,477.185,62.0,16.3,881.736,13.242104685,15.82147291,900.44,15.115337536,15.746301902
2026-02-02 00:30:00,15.1814,0.41804,0.18654,15.6547,0.23087,0.09186,-0.384,485.635,0.077,471.737,0.154,511.27,,477.17,62.8,16.1,881.92,13.655684643,15.666832264,900.543,15.201049916,15.578735376
2026-02-02 00:40:00,15.0737,0.4189,0.18711,15.5867,0.22992,0.09205,-0.139,485.88,0.552,472.212,0.154,511.27,0.753,477.723,62.4,15.9,881.937,13.597110811,15.598775354,900.606,15.336738348,15.522500124
2026-02-02 00:50:00,15.0311,0.41954,0.18656,15.4895,0.23135,0.09284,-0.323,485.696,0.552,472.212,0.169,511.285,0.815,477.785,63.2,15.9,881.968,13.610748218,15.54158742,900.727,15.681979621,15.461511255
2026-02-02 01:00:00,15.0035,0.4189,0.18683,15.4504,0.23142,0.09243,-0.615,485.404,0.614,472.274,0.138,511.254,0.661,477.631,63.2,15.8,882.178,14.230022331,15.446902882,900.776,15.746982559,15.395254666
2026-02-02 01:10:00,14.9149,0.41991,0.18685,15.4587,0.23278,0.08903,-0.369,485.65,0.107,471.767,0.2,511.316,0.231,477.201,64.1,15.8,881.985,13.465597117,15.425432028,900.771,15.642335941,15.347563506
2026-02-02 01:20:00,14.8386,0.41829,0.18707,15.418,0.23056,0.09188,,485.896,,471.752,0.123,511.239,0.139,477.109,63.7,15.8,881.867,13.069267721,15.451771097,900.834,15.855621753,15.33443791
2026-02-02 01:30:00,14.7791,0.42025,0.18681,15.3464,0.23057,0.09405,-0.277,485.742,0.153,471.813,,511.27,0.2,477.17,64.3,15.8,881.789,12.952522037,15.549867649,900.579,14.917720781,15.346120179
2026-02-02 01:40:00,14.7498,0.41966,0.18626,15.2773,0.2309,0.09327,-0.246,485.773,0.537,472.197,0.231,511.347,0.246,477.216,63.5,15.7,881.754,12.665404074,15.463478621,900.592,14.909752309,15.314534039
2026-02-02 01:50:00,14.6717,0.4196,0.18665,15.1263,0.23172,0.09297,-0.262,485.757,0.061,471.721,0.215,511.331,0.231,477.201,62.6,15.5,881.889,12.948672669,15.338812105,900.713,15.197851805,15.221799738
2026-02-02 02:00:00,14.475,0.41983,0.18637,15.0645,0.22992,0.0933,-0.308,485.711,0.491,472.151,0.169,511.285,0.154,477.124,62.5,15.5,882.213,13.797715935,15.13361171,900.87,15.443305064,15.030162961
2026-02-02 02:10:00,14.4261,0.4195,0.18711,15.0052,0.23093,0.09354,-0.63,485.389,0.522,472.182,0.123,511.239,0.123,477.093,61.8,15.4,881.911,12.786745843,15.202891016,900.682,14.885927051,15.11327248
2026-02-02 02:20:00,14.3444,0.42024,0.18648,14.9065,0.23254,0.09232,-0.169,485.85,,471.721,,511.316,,477.693,60.9,15.3,882.221,13.711146785,15.068804378,900.848,15.310167117,15.002159176
2026-02-02 02:30:00,14.2135,0.41683,0.17745,14.7682,0.2377,0.07867,-0.2,485.819,0.568,472.228,0.215,511.331,0.215,477.185,60.8,15.1,882.287,13.624255945,14.882646465,901.081,15.697125491,14.730359428
2026-02-02 02:40:00,14.0782,0.42008,0.18828,14.6608,0.23118,0.09392,-0.338,485.681,0.061,471.721,0.092,511.208,,477.662,59.1,14.9,882.685,14.872793989,14.744789029,901.43,16.782871547,14.604431331
2026-02-02 02:50:00,14.0071,0.42012,0.18707,14.5431,0.23169,0.09429,-0.369,485.65,0.537,472.197,0.138,511.254,,477.201,59.5,14.9,882.584,14.300600058,14.637909688,901.399,16.584504516,14.558991697
2026-02-02 03:00:00,13.9385,0.42022,0.18651,14.5112,0.2317,0.09364,-0.415,485.604,0.476,472.136,0.2,511.316,0.677,477.647,58.9,14.9,882.633,14.474531458,14.632168911,901.318,16.09866511,14.458303691
2026-02-02 03:10:00,13.8383,0.42117,0.18751,14.3418,0.23207,0.09379,-0.246,485.773,0.506,472.166,-0.4,510.716,0.077,477.047,59.1,14.8,882.711,14.541623667,14.506487096,901.453,16.488882623,14.39305324
2026-02-02 03:20:00,13.6998,0.41998,0.18695,14.3191,0.23177,0.09491,-0.338,485.681,0.46,472.12,0.2,511.316,0.262,477.232,59.4,14.7,882.698,14.277398984,14.386854816,901.386,16.22234544,14.384951421
2026-02-02 03:30:00,13.8451,0.41991,0.18644,13.9893,0.23678,0.08452,-0.323,485.696,0.046,471.706,0.169,511.285,0.246,477.216,60.8,14.6,882.283,13.046421196,14.569983841,901.117,15.483701279,14.536580299
2026-02-02 03:40:00,13.8477,0.4203,0.18623,13.7193,0.23169,0.095,-0.262,485.757,0.399,472.059,0.2,511.316,,477.17,61.1,14.5,882.536,13.687086617,14.39734905,901.193,15.556614304,14.418310611
2026-02-02 03:50:00,13.7355,0.42021,0.18631,13.6776,0.23365,0.0944,-0.185,485.834,0.399,472.059,0.185,511.301,0.277,477.247,62.0,14.4,882.379,13.21584465,14.463547656,901.511,16.428202443,14.238170166
2026-02-02 04:00:00,13.6649,0.42066,0.18701,13.5132,0.23331,0.09428,-0.354,485.665,0.537,472.197,0.231,511.347,,477.631,62.1,14.2,882.335,13.075272614,14.477375563,901.121,15.197539115,14.369244639
2026-02-02 04:10:00,13.5567,0.42099,0.18561,13.3107,0.23389,0.09422,-0.292,485.727,0.384,472.044,-0.277,510.839,0.185,477.155,62.2,14.3,882.388,13.000349973,14.325025861,901.143,15.117781577,14.278973154
2026-02-02 04:20:00,13.4313,0.42046,0.18551,13.4415,0.24293,0.09767,-0.369,485.65,-0.046,471.614,0.154,511.27,0.108,477.078,61.4,14.3,882.641,13.752673853,14.214423548,901.202,15.142466885,14.169426181
2026-02-02 04:30:00,13.4517,0.42131,0.18689,13.5277,0.23273,0.0947,-0.262,485.757,0.077,471.737,0.154,511.27,0.569,477.539,61.2,14.2,882.567,13.378122737,14.160938178,901.215,15.224611589,14.187902917
2026-02-02 04:40:00,13.4449,0.41995,0.18565,13.5558,0.23286,0.09621,-0.308,485.711,-0.077,471.583,0.185,511.301,0.077,477.047,61.6,14.2,882.09,11.889171641,14.330277242,900.843,13.982737522,14.27514414
2026-02-02 04:50:00,13.4039,0.4212,0.18626,13.4603,0.23308,0.09466,-0.323,485.696,0.43,472.09,0.138,511.254,0.569,477.539,62.6,14.2,882.401,12.928728658,14.258077031,901.04,14.549495854,14.178443379
2026-02-02 05:00:00,13.2757,0.42137,0.18535,13.4603,0.23309,0.09499,-0.154,485.865,0.506,472.166,,511.301,0.815,477.785,60.7,14.1,882.755,13.737208074,13.967666062,901.529,16.035337195,13.982306633
2026-02-02 05:10:00,13.0399,0.42048,0.18696,13.497,0.23246,0.09509,-0.231,485.788,0.031,471.691,0.169,511.285,0.215,477.185,62.0,14.0,882.948,14.123319754,13.77896273,901.893,16.867575976,13.684203612
2026-02-02 05:20:00,12.679,0.421,0.186,13.4381,0.2325,0.09495,-0.246,485.773,0.506,472.166,0.169,511.285,0.646,477.616,59.9,13.8,883.36,14.970732009,13.389009253,902.297,17.713137639,13.309935389
2026-02-02 05:30:00,12.742,0.42026,0.18566,13.3304,0.23267,0.09518,-0.246,485.773,0.046,471.706,0.169,511.285,0.753,477.723,60.7,13.8,883.014,14.042539923,13.596199823,902.041,17.026150456,13.463103377
2026-02-02 05:40:00,12.7532,0.42065,0.18683,13.4073,0.23245,0.09542,-0.123,485.896,-0.015,471.645,0.215,511.331,0.723,477.693,60.2,13.7,883.057,14.07556358,13.524711986,901.983,16.773607249,13.443973458
2026-02-02 05:50:00,12.6306,0.42355,0.16614,13.3654,0.23117,0.10236,-0.185,485.834,0.506,472.166,0.185,511.301,0.016,476.986,60.9,13.6,883.079,13.937545343,13.402073447,902.005,16.670287839,13.340612045
2026-02-02 06:00:00,12.6194,0.42019,0.18689,13.321,0.23266,0.09686,-0.231,485.788,0.031,471.691,,511.362,0.246,477.216,60.3,13.6,883.092,13.941154433,13.376919286,901.942,16.580862609,13.422549075
2026-02-02 06:10:00,12.4108,0.422,0.1858,13.2816,0.23315,0.09453,-0.431,485.588,0.445,472.105,0.185,511.301,0.154,477.124,61.5,13.6,883.281,14.345684492,13.206805067,902.185,17.115535348,13.211921162
2026-02-02 06:20:00,12.3994,0.42048,0.18704,13.3304,0.23266,0.09581,-0.262,485.757,0.506,472.166,0.138,511.254,0.185,477.155,60.7,13.5,883.268,14.183351114,13.143779068,902.54,18.369591632,13.166963728
2026-02-02 06:30:00,12.5225,0.42112,0.18666,13.2679,0.23194,0.09538,-0.231,485.788,0.0,471.66,0.154,511.27,0.215,477.185,60.8,13.5,883.154,13.921592075,13.236522766,902.221,17.213344696,13.191049567
2026-02-02 06:40:00,12.6522,0.41997,0.18582,13.1411,0.23212,0.0955,-0.231,485.788,-0.015,471.645,0.215,511.331,0.262,477.232,62.0,13.5,882.733,12.618790945,13.392284953,901.826,15.938552274,13.308053727
2026-02-02 06:50:00,12.3708,0.42343,0.18423,13.1891,0.23255,0.09541,-0.538,485.481,0.046,471.706,0.2,511.316,0.231,477.201,61.3,13.1,883.303,14.135857745,13.044272911,904.987,27.182874594,12.951032914
2026-02-02 07:00:00,12.3873,0.42121,0.18659,13.0544,0.23192,0.09601,-0.077,485.942,0.537,472.197,0.138,511.254,0.769,477.739,59.3,13.2,883.123,13.559753677,13.100265705,902.077,16.445133813,13.065106231
2026-02-02 07:10:00,12.396,0.42109,0.18622,13.0123,0.23159,0.09657,-0.139,485.88,0.522,472.182,-0.446,510.67,0.661,477.631,59.4,13.0,883.509,15.020466061,13.105352944,902.14,16.662882109,13.054459793
2026-02-02 07:20:00,12.4688,0.41961,0.18636,12.9685,0.23078,0.09862,-0.2,485.819,0.537,472.197,0.2,511.316,0.031,477.001,59.8,12.9,883.027,13.25789992,13.133129499,902.041,16.363888091,13.095179841
2026-02-02 07:30:00,12.5978,0.4227,0.18645,13.244,0.22974,0.09571,-0.538,485.481,0.43,472.09,0.215,511.331,0.169,477.139,60.5,13.0,883.044,13.341818463,13.144235021,901.956,16.120907028,13.137769816
2026-02-02 07:40:00,13.0192,0.4182,0.18632,13.5363,0.23237,0.09517,-0.108,485.911,-0.077,471.583,0.231,511.347,0.154,477.124,57.5,13.1,885.238,21.403309672,13.039202146,903.443,21.642741424,13.098859719
2026-02-02 07:50:00,13.2311,0.42065,0.18703,13.8833,0.23166,0.09428,-0.277,485.742,0.353,472.013,0.215,511.331,0.8,477.77,56.3,12.9,883.382,15.007386649,13.363411201,901.435,14.796872158,13.490652487
2026-02-02 08:00:00,13.8426,0.41947,0.18601,14.4556,0.22978,0.09371,-0.308,485.711,-0.061,471.599,0.246,511.362,0.046,477.016,56.7,12.8,881.164,8.113157643,14.167063159,899.827,10.605995164,14.52177294
2026-02-02 08:10:00,14.1721,0.42117,0.18748,14.5171,0.23122,0.09383,-0.108,485.911,0.384,472.044,0.169,511.285,0.154,477.124,56.1,13.0,881.413,9.291154402,14.301302459,900.131,11.644383508,14.463547656
2026-02-02 08:20:00,14.9592,0.42559,0.18839,14.2938,0.23185,0.09805,,485.804,0.215,471.875,0.169,511.285,0.231,477.201,57.8,13.0,880.7,,14.67239083,904.645,,14.968855406
2026-02-02 08:30:00,14.816,0.4196,0.1857,14.1011,0.22968,0.09289,-0.062,485.957,0.23,471.89,0.231,511.347,0.769,477.739,56.1,13.1,880.796,7.264723622,14.464525505,899.849,10.836624818,14.603938784
2026-02-02 08:40:00,14.7976,0.41862,0.18516,14.0681,0.23294,0.09377,-0.277,485.742,-0.138,471.522,0.2,511.316,0.738,477.708,55.8,13.0,880.801,6.996547072,14.305092683,900.225,11.989311752,14.458792474
2026-02-02 08:50:00,15.3564,0.41471,0.18451,13.7474,0.23177,0.09361,-0.047,485.972,-0.154,471.506,0.138,511.254,0.215,477.185,55.9,13.0,881.426,9.40069712,14.335000313,900.426,12.495896516,14.320305273
2026-02-02 09:00:00,15.1581,0.41937,0.18796,14.0046,0.23197,0.09461,0.015,486.034,-0.138,471.522,0.2,511.316,0.169,477.139,54.9,13.1,881.116,7.850052873,14.121174005,900.185,11.58016703,14.315056652
2026-02-02 09:10:00,15.2014,0.41976,0.18708,14.0427,0.23041,0.09265,-0.123,485.896,-0.23,471.43,0.169,511.285,0.185,477.155,54.8,13.1,881.103,7.899995704,14.176079232,900.44,12.448485253,14.264717301
2026-02-02 09:20:00,14.6533,0.41127,0.18456,14.1231,0.23091,0.09347,-0.308,485.711,0.138,471.798,0.2,511.316,0.769,477.739,55.6,12.9,881.409,8.660294559,13.959181448,900.628,12.888597757,14.116460277
2026-02-02 09:30:00,13.8638,0.4202,0.18637,14.1721,0.22863,0.09443,,485.573,-0.292,471.368,-0.308,510.808,0.2,477.17,54.6,13.1,881.426,8.783636617,13.992188923,900.727,13.532896904,14.267576412
2026-02-02 09:40:00,13.8044,0.41944,0.18684,14.2025,0.23135,0.09246,,485.957,0.138,471.798,0.292,511.408,0.262,477.232,53.5,13.3,881.05,7.592510696,14.115980241,900.597,12.981693191,14.232944235
2026-02-02 09:50:00,13.8375,0.42072,0.18802,14.2532,0.23068,0.09237,0.03,486.049,0.184,471.844,0.246,511.362,0.262,477.232,53.5,13.4,881.064,7.809566677,14.207318516,900.511,12.838573852,14.333102115
2026-02-02 10:00:00,14.1789,0.41958,0.18744,14.3511,0.22919,0.09373,0.0,486.019,0.077,471.737,0.231,511.347,0.231,477.201,52.6,13.4,880.678,6.792672851,14.448797143,900.641,13.755596776,14.570967188
2026-02-02 10:10:00,14.107,0.42288,0.19519,14.4009,0.22979,0.09203,-0.154,485.865,0.092,471.752,0.154,511.27,0.2,477.17,52.3,13.6,880.722,6.894640619,14.413522421,900.404,12.906462168,14.594359043
2026-02-02 10:20:00,14.2887,0.4224,0.19006,14.5381,0.23101,0.09244,-0.093,485.926,-0.246,471.414,0.169,511.285,0.8,477.77,52.9,13.7,880.7,7.15635153,14.604879113,899.872,11.070443432,14.685787103
2026-02-02 10:30:00,14.3975,0.41721,0.18871,14.6784,0.22811,0.09075,-0.108,485.911,0.261,471.921,0.169,511.285,0.262,477.232,51.3,13.7,880.625,7.076900114,14.717427191,899.97,11.470070279,14.703063353
2026-02-02 10:40:00,14.5524,0.4236,0.18695,14.7867,0.23361,0.08922,,486.065,0.245,471.905,,511.331,0.215,477.185,51.0,13.9,880.288,6.004839829,14.825888453,899.505,10.09321932,14.909610229
2026-02-02 10:50:00,14.4194,0.41589,0.1872,14.8696,0.2293,0.08988,-0.123,485.896,-0.184,471.476,0.2,511.316,0.215,477.185,53.3,14.0,880.24,5.792385027,14.80813817,899.282,9.304050339,14.93706794
2026-02-02 11:00:00,14.7758,0.41955,0.19038,15.0554,0.22914,0.09191,-0.108,485.911,0.307,471.967,0.123,511.239,0.738,477.708,50.0,14.2,879.798,4.559406705,15.046563378,898.87,8.173867343,15.169926561
2026-02-02 11:10:00,15.006,0.42009,0.18946,15.1213,0.22851,0.09077,0.046,486.065,0.184,471.844,0.154,511.27,0.692,477.662,51.0,14.3,880.179,6.170649237,15.145724327,898.52,6.922266691,15.205802384
2026-02-02 11:20:00,15.1923,0.41997,0.18914,15.1989,0.22895,0.08713,-0.139,485.88,0.23,471.89,0.154,511.27,0.246,477.216,50.9,14.5,879.203,2.94341705,15.391847531,898.709,8.126681838,15.48006877
