timestamp,LGE-0-0D-QJ-1_temperature,LGE-0-0D-QJ-1_xAxisAngle,LGE-0-0D-QJ-1_yAxisAngle,LGE-0-1D-QJ-1_temperature,LGE-0-1D-QJ-1_xAxisAngle,LGE-0-1D-QJ-1_yAxisAngle,LGE-0-1L-LX-1_beamPierRelativeDisplacement,LGE-0-1L-LX-1_measureDisplacement,LGE-0-1L-LX-2_beamPierRelativeDisplacement,LGE-0-1L-LX-2_measureDisplacement,LGE-0-1L-LX-3_beamPierRelativeDisplacement,LGE-0-1L-LX-3_measureDisplacement,LGE-0-1L-LX-4_beamPierRelativeDisplacement,LGE-0-1L-LX-4_measureDisplacement,LGE-0-1L-WSD-1_humidity,LGE-0-1L-WSD-1_temperature,LGE-0-1L-YB-1_frequency,LGE-0-1L-YB-1_strain,LGE-0-1L-YB-1_temperature,LGE0-1L-YB-2_frequency,LGE0-1L-YB-2_strain,LGE0-1L-YB-2_temperature
2025-12-31 05:50:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.3693636363636,11.786576875000002,3899.6600000000003,864.4053333333334,20.050346323,3928.0533333333333
2025-12-31 06:00:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.342,11.786576875000002,3902.34,864.3680666666667,20.050346323,3930.898666666667
2025-12-31 06:10:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.41725,11.786576875000002,3906.7575,864.3308000000001,20.050346323,3933.744
2025-12-31 06:20:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.4925000000001,11.786576875000002,3911.175,864.2935333333334,20.050346323,3936.589333333333
2025-12-31 06:30:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.56775,11.786576875000002,3915.5925,864.2562666666668,20.050346323,3939.434666666667
2025-12-31 06:40:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.643,11.786576875000002,3920.01,864.219,20.050346323,3942.28
2025-12-31 06:50:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.665,11.786576875000002,3922.74625,864.209875,20.050346323,3945.4412500000003
2025-12-31 07:00:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.687,11.786576875000002,3925.4825,864.20075,20.050346323,3948.6025
2025-12-31 07:10:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.7090000000001,11.786576875000002,3928.21875,864.191625,20.050346323,3951.7637500000005
2025-12-31 07:20:00,20.0435,-0.08555,-0.37567,19.3707,-0.11508,0.26901,509.593,509.593,489.682,489.574,551.873,551.904,532.741,532.772,70.3,20.4,867.731,11.786576875000002,3930.955,864.1825,20.050346323,3954.925
